,time,exp,func,param1,param2
960,125.0141,sort1,sorted(),1000000,1000000
961,125.26992,sort1,sorted(),1000000,1000000
962,126.26441,sort1,sorted(),1000000,1000000
963,128.01936,sort1,sorted(),1000000,1000000
964,168.36496,sort1,sorted(),1000000,1000000
965,125.66365,sort1,sorted(),1000000,1000000
966,119.81597,sort1,sorted(),1000000,1000000
967,124.660706,sort1,sorted(),1000000,1000000
968,122.74342,sort1,sorted(),1000000,1000000
969,125.00525,sort1,sorted(),1000000,1000000
970,124.29017,sort1,sorted(),1000000,1000000
971,127.3482,sort1,sorted(),1000000,1000000
972,123.60434,sort1,sorted(),1000000,1000000
973,125.5379,sort1,sorted(),1000000,1000000
974,125.28601,sort1,sorted(),1000000,1000000
975,126.80434,sort1,sorted(),1000000,1000000
976,124.84122,sort1,sorted(),1000000,1000000
977,123.80654,sort1,sorted(),1000000,1000000
978,124.37973,sort1,sorted(),1000000,1000000
979,128.88284,sort1,sorted(),1000000,1000000
980,121.588165,sort1,sorted(),1000000,1000000
981,124.62289,sort1,sorted(),1000000,1000000
982,126.37754,sort1,sorted(),1000000,1000000
983,127.117004,sort1,sorted(),1000000,1000000
984,122.306175,sort1,sorted(),1000000,1000000
985,124.89162,sort1,sorted(),1000000,1000000
986,126.312584,sort1,sorted(),1000000,1000000
987,129.90807,sort1,sorted(),1000000,1000000
988,120.42751,sort1,sorted(),1000000,1000000
989,124.61492,sort1,sorted(),1000000,1000000
990,125.45659,sort1,sorted(),1000000,1000000
991,127.72168,sort1,sorted(),1000000,1000000
992,170.77812,sort1,sorted(),1000000,1000000
993,133.79648,sort1,sorted(),1000000,1000000
994,140.14851,sort1,sorted(),1000000,1000000
995,115.47774,sort1,sorted(),1000000,1000000
996,101.32036,sort1,sorted(),1000000,1000000
997,127.92431,sort1,sorted(),1000000,1000000
998,134.23329,sort1,sorted(),1000000,1000000
999,126.350876,sort1,sorted(),1000000,1000000
1000,925.94037,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1001,647.14215,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1002,631.0213,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1003,635.4715,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1004,649.6285,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1005,638.71454,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1006,634.7994,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1007,635.8325,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1008,635.8154,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1009,630.7581,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1010,653.5051,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1011,662.1971,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1012,670.6308,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1013,657.4739,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1014,638.53564,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1015,635.8562,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1016,642.32715,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1017,638.0054,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1018,637.4643,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1019,641.1128,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1020,655.79004,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1021,633.85986,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1022,637.5198,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1023,635.4994,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1024,633.1282,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1025,636.6245,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1026,633.8109,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1027,634.627,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1028,643.6795,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1029,636.2878,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1030,639.6453,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1031,636.31116,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1032,634.6254,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1033,656.2923,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1034,632.0923,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1035,643.93634,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1036,641.6909,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1037,639.421,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1038,636.6626,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1039,642.41736,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1040,629.08325,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1041,635.796,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1042,640.9631,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1043,639.71954,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1044,635.78436,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1045,638.1033,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1046,637.5642,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1047,636.37976,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1048,630.63306,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1049,631.2456,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1050,638.08203,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1051,637.2736,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1052,633.88336,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1053,635.94934,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1054,646.4945,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1055,632.7475,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1056,632.52014,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1057,629.9639,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1058,636.72534,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1059,639.03375,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1060,632.1465,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1061,644.7178,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1062,631.28656,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1063,633.3767,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1064,635.3782,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1065,638.7707,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1066,634.78186,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1067,650.8952,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1068,634.5967,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1069,633.9114,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1070,628.00964,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1071,633.10626,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1072,636.9382,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1073,632.9477,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1074,634.15533,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1075,625.7498,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1076,638.6399,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1077,640.1626,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1078,632.4088,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1079,630.547,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1080,650.2323,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1081,650.89404,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1082,629.841,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1083,641.3349,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1084,627.6282,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1085,640.8003,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1086,635.9602,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1087,634.7706,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1088,636.0199,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1089,638.9883,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1090,640.99005,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1091,641.4082,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1092,645.3976,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1093,632.9336,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1094,641.4656,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1095,636.20355,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1096,630.7532,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1097,637.5093,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1098,638.9035,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1099,638.91766,sort2,A.sort(key=lambda x: x[1]),1000000,1000000
1100,519.50757,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1101,518.92993,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1102,523.9772,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1103,519.9222,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1104,516.15656,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1105,518.30707,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1106,516.21967,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1107,522.9667,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1108,524.66766,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1109,524.1322,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1110,524.0502,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1111,529.5666,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1112,524.29626,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1113,522.52313,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1114,513.9488,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1115,523.9812,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1116,527.5824,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1117,528.3308,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1118,520.96875,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1119,519.3369,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1120,519.8046,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1121,519.1396,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1122,516.9605,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1123,515.53986,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1124,516.1553,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1125,518.8841,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1126,518.625,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1127,527.5546,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1128,519.5188,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1129,524.1603,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1130,519.7297,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1131,516.0604,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1132,519.53,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1133,516.8031,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1134,527.5577,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1135,518.265,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1136,527.29364,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1137,528.992,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1138,514.2709,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1139,525.84406,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1140,523.3036,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1141,517.38104,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1142,516.10736,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1143,519.7869,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1144,519.0693,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1145,524.6875,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1146,532.0541,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1147,523.3153,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1148,522.7843,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1149,522.2944,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1150,516.1665,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1151,518.3837,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1152,516.8357,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1153,519.0281,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1154,534.303,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1155,527.3274,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1156,525.7707,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1157,519.8843,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1158,516.6498,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1159,519.4465,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1160,522.3799,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1161,522.21173,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1162,517.3367,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1163,522.2889,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1164,519.96625,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1165,524.12213,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1166,522.5947,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1167,521.5787,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1168,524.22156,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1169,516.4374,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1170,516.24884,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1171,525.2692,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1172,519.35913,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1173,521.77966,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1174,525.8654,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1175,523.70685,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1176,519.6098,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1177,516.94183,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1178,535.0859,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1179,523.47375,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1180,520.2537,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1181,518.8125,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1182,525.3344,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1183,519.23846,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1184,536.1466,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1185,523.1197,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1186,521.30774,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1187,524.71747,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1188,519.00854,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1189,541.51025,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1190,524.9537,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1191,529.8703,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1192,516.942,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1193,520.2745,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1194,522.2489,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1195,522.11597,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1196,516.8335,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1197,524.18335,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1198,517.91644,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1199,521.8243,sort2,A.sort(key=itemgetter(1)),1000000,1000000
1200,696.0974,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1201,694.12134,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1202,704.39484,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1203,708.6078,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1204,709.07556,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1205,703.7148,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1206,697.7228,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1207,701.98395,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1208,701.6182,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1209,698.8548,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1210,708.32837,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1211,692.656,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1212,697.7689,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1213,696.24817,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1214,694.26733,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1215,703.77496,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1216,699.6829,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1217,717.7117,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1218,696.5408,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1219,688.9483,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1220,701.90826,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1221,704.14844,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1222,693.0723,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1223,710.1965,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1224,707.27374,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1225,698.5665,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1226,693.99896,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1227,709.0252,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1228,699.38666,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1229,696.3117,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1230,656.38055,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1231,648.0974,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1232,657.6923,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1233,598.22626,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1234,608.5285,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1235,654.4531,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1236,624.70575,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1237,700.6254,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1238,667.6695,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1239,655.04895,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1240,646.75116,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1241,708.9614,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1242,646.764,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1243,676.67804,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1244,681.7595,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1245,712.2703,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1246,697.5493,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1247,700.2678,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1248,714.5673,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1249,690.8454,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1250,698.11206,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1251,709.32874,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1252,698.3306,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1253,705.6998,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1254,706.68396,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1255,704.16064,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1256,702.8733,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1257,711.27374,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1258,694.5848,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1259,696.7117,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1260,705.77374,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1261,713.58563,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1262,708.12067,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1263,698.4488,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1264,698.55676,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1265,704.5899,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1266,697.8012,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1267,701.3615,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1268,709.69073,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1269,695.24695,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1270,703.9337,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1271,701.6078,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1272,700.19476,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1273,556.23883,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1274,510.70142,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1275,526.5284,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1276,640.9768,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1277,703.5393,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1278,692.5341,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1279,702.4928,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1280,703.6544,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1281,688.0852,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1282,696.69617,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1283,709.36664,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1284,693.50806,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1285,690.1837,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1286,699.75433,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1287,693.9962,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1288,699.68665,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1289,710.5839,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1290,686.57355,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1291,702.5498,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1292,706.9953,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1293,706.8592,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1294,686.4069,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1295,702.4477,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1296,704.2324,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1297,692.165,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1298,700.7438,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1299,697.2818,sort2,"sorted(A, key=lambda x: x[1])",1000000,1000000
1300,582.68054,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1301,582.5593,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1302,581.2039,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1303,588.6583,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1304,587.101,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1305,576.6198,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1306,594.54004,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1307,586.6124,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1308,594.2356,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1309,579.6254,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1310,574.3222,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1311,581.2701,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1312,587.81854,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1313,588.2059,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1314,588.76965,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1315,589.05164,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1316,582.90936,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1317,583.7884,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1318,588.28827,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1319,580.8767,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1320,575.9802,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1321,584.0696,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1322,586.03156,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1323,591.20685,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1324,583.4339,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1325,591.25757,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1326,583.2784,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1327,583.6888,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1328,598.6882,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1329,586.90063,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1330,588.1691,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1331,589.8986,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1332,591.04895,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1333,587.98724,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1334,575.20935,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1335,588.4042,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1336,586.25665,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1337,588.74927,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1338,587.0222,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1339,585.8462,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1340,591.7252,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1341,582.61755,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1342,601.3658,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1343,587.2638,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1344,583.2073,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1345,583.4083,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1346,583.6093,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
1347,588.27277,sort2,"sorted(A, key=itemgetter(1))",1000000,1000000
